Year,State,Energy Source,"Sum of CO2
(Metric Tons)","Sum of SO2
(Metric Tons)","Sum of NOx
(Metric Tons)"
2004,AR,Other,4648,0,0
2004,AR,Other Biomass,0,66,982
2004,AR,Petroleum,1120016,6434,1642
2004,AR,Wood and Wood Derived Fuels,0,25362,8512
2004,AZ,All Sources,105799974,109850,156070
2004,AZ,Coal,79605312,109658,146802
2004,AZ,Natural Gas,26114222,144,8750
2004,AZ,Other Biomass,0,0,412
2004,AZ,Petroleum,80440,46,106
2004,CA,All Sources,120339170,44622,196464
2004,CA,Coal,7899806,4972,6268
2004,CA,Geothermal,673374,0,0
2004,CA,Natural Gas,105078002,532,140562
2004,CA,Other,703944,80,2492
2004,CA,Other Biomass,0,46,25962
2004,CA,Other Gases,478,18,5182
2004,CA,Petroleum,5983566,35552,8976
2004,CA,Wood and Wood Derived Fuels,0,3414,7026
2004,CO,All Sources,82360890,118006,133810
2004,CO,Coal,72467936,117932,122938
2004,CO,Natural Gas,9861152,48,8474
2004,CO,Other Biomass,0,0,2236
2004,CO,Other Gases,1764,0,0
2004,CO,Petroleum,30038,22,164
2004,CT,All Sources,20812092,13042,18584
2004,CT,Coal,8400142,5166,4860
2004,CT,Natural Gas,6641946,24,1482
2004,CT,Other,2399656,424,7584
2004,CT,Other Biomass,0,0,444
2004,CT,Petroleum,3370348,7422,4208
2004,CT,Wood and Wood Derived Fuels,0,0,12
2004,DC,All Sources,112946,314,340
2004,DC,Petroleum,112946,314,340
2004,DE,All Sources,13187338,69316,25986
2004,DE,Coal,9982412,65264,16864
2004,DE,Natural Gas,1627820,0,1436
2004,DE,Other Biomass,0,2,142
2004,DE,Other Gases,0,18,3266
2004,DE,Petroleum,1577106,4032,4274
2004,FL,All Sources,262238456,886218,500856
2004,FL,Coal,127334782,471102,275150
2004,FL,Natural Gas,66177590,320,57996
2004,FL,Other,4832514,1796,19306
2004,FL,Other Biomass,0,192,5574
2004,FL,Other Gases,116,22,3880
2004,FL,Petroleum,63893454,385454,128236
2004,FL,Wood and Wood Derived Fuels,0,27328,10716
2004,GA,All Sources,165523566,1168906,229692
2004,GA,Coal,155389330,1048430,194592
2004,GA,Natural Gas,5861028,24,6546
2004,GA,Other,299376,656,182
2004,GA,Other Biomass,0,60,1062
2004,GA,Petroleum,3973832,66598,8178
2004,GA,Wood and Wood Derived Fuels,0,53134,19134
2004,HI,All Sources,18405138,47742,58892
2004,HI,Coal,3478342,2852,2742
2004,HI,Geothermal,10960,0,0
2004,HI,Other,425234,80,1866
2004,HI,Other Biomass,0,120,1128
2004,HI,Other Gases,0,0,168
2004,HI,Petroleum,14490602,44682,52990
2004,IA,All Sources,83766596,271916,158574
2004,IA,Coal,82521538,269956,152280
2004,IA,Natural Gas,933404,12,2114
2004,IA,Other,34414,52,142
2004,IA,Other Biomass,0,0,2656
2004,IA,Petroleum,277240,1888,1372
2004,ID,All Sources,2617470,14112,7522
2004,ID,Coal,981836,7690,4354
2004,ID,Natural Gas,1635414,6,1286
2004,ID,Other,0,0,56
2004,ID,Petroleum,220,0,4
2004,ID,Wood and Wood Derived Fuels,0,6412,1824
2004,IL,All Sources,205649320,773278,297924
2004,IL,Coal,198694822,767086,272902
2004,IL,Natural Gas,5080930,22,12220
2004,IL,Other,270260,1938,282
2004,IL,Other Biomass,0,2,10554
2004,IL,Other Gases,0,4,180
2004,IL,Petroleum,1603308,4214,1786
2004,IN,All Sources,241534988,1592890,432538
2004,IN,Coal,236588258,1590870,412188
2004,IN,Natural Gas,3340298,10,4026
2004,IN,Other,615276,1054,3098
2004,IN,Other Biomass,0,0,2162
2004,IN,Other Gases,0,340,10616
2004,IN,Petroleum,991156,612,446
2004,KS,All Sources,76721286,224818,170894
2004,KS,Coal,73871756,208030,162058
2004,KS,Natural Gas,1199600,2,4542
2004,KS,Petroleum,1649930,16786,4282
2004,KY,All Sources,176418894,937180,302430
2004,KY,Coal,167095510,920776,285926
2004,KY,Natural Gas,948006,0,1394
2004,KY,Other,40304,34,118
2004,KY,Other Biomass,0,8,1524
2004,KY,Other Gases,2326,0,0
2004,KY,Petroleum,8332748,10390,11716
2004,KY,Wood and Wood Derived Fuels,0,5962,1750
2004,LA,All Sources,117916882,264862,212982
2004,LA,Coal,49884196,174618,74630
2004,LA,Natural Gas,58624260,522,99698
2004,LA,Other,609354,6564,2392
2004,LA,Other Biomass,0,8,106
2004,LA,Other Gases,0,84,11378
2004,LA,Petroleum,8799072,39262,8362
2004,LA,Wood and Wood Derived Fuels,0,43802,16416
2004,MA,All Sources,52569950,151932,66176
2004,MA,Coal,19430690,81970,27342
2004,MA,Natural Gas,18102880,116,8154
2004,MA,Other,2597074,464,10556
2004,MA,Other Biomass,0,0,2358
2004,MA,Petroleum,12439306,69328,17568
2004,MA,Wood and Wood Derived Fuels,0,48,210
2004,MD,All Sources,64734314,553090,130898
2004,MD,Coal,56372846,521538,102188
2004,MD,Natural Gas,1485428,6,5594
2004,MD,Other,1197470,558,3770
2004,MD,Other Biomass,0,0,1450
2004,MD,Other Gases,0,60,1524
2004,MD,Petroleum,5678570,26664,14698
2004,MD,Wood and Wood Derived Fuels,0,4258,1680
2004,ME,All Sources,14779342,39736,24814
2004,ME,Coal,1310046,3132,1726
2004,ME,Natural Gas,8544480,36,4762
2004,ME,Other,905672,1054,2902
2004,ME,Other Biomass,0,108,272
2004,ME,Other Gases,130,0,0
2004,ME,Petroleum,4019014,18450,4516
2004,ME,Wood and Wood Derived Fuels,0,16950,10636
2004,MI,All Sources,157143104,702034,248528
2004,MI,Coal,137941302,643364,211024
2004,MI,Natural Gas,15226284,64,9162
2004,MI,Other,1109582,2752,4844
2004,MI,Other Biomass,0,192,10296
2004,MI,Other Gases,0,0,50
2004,MI,Petroleum,2865936,47096,7600
2004,MI,Wood and Wood Derived Fuels,0,8558,5560
2004,MN,All Sources,77908060,215960,184138
2004,MN,Coal,73258984,172972,165706
2004,MN,Natural Gas,2253554,8,4666
2004,MN,Other,727190,186,4642
2004,MN,Other Biomass,0,70,1230
2004,MN,Petroleum,1668332,34586,5158
2004,MN,Wood and Wood Derived Fuels,0,8140,2722
2004,MO,All Sources,156221572,539226,233652
2004,MO,Coal,152918628,530966,228006
2004,MO,Natural Gas,2701096,14,4376
2004,MO,Other,206500,1386,390
2004,MO,Other Biomass,0,0,56
2004,MO,Other Gases,2340,0,0
2004,MO,Petroleum,393008,6856,810
2004,MS,All Sources,51182160,180346,99920
2004,MS,Coal,34161126,124340,60952
2004,MS,Natural Gas,12464320,338,10768
2004,MS,Other,13172,850,172
2004,MS,Other Biomass,0,4,78
2004,MS,Other Gases,4520,2,298
2004,MS,Petroleum,4539022,32182,20820
2004,MS,Wood and Wood Derived Fuels,0,22632,6824
2004,MT,All Sources,39250556,46050,70868
2004,MT,Coal,37338632,38050,66948
2004,MT,Natural Gas,249148,0,274
2004,MT,Other Gases,9018,0,1382
2004,MT,Petroleum,1653758,4814,780
2004,MT,Wood and Wood Derived Fuels,0,3184,1486
2004,NC,All Sources,146607204,911372,231898
2004,NC,Coal,142105686,885794,225170
2004,NC,Natural Gas,2356058,8,1248
2004,NC,Other,212104,1198,712
2004,NC,Other Biomass,0,8,778
2004,NC,Petroleum,1933356,4098,1772
2004,NC,Wood and Wood Derived Fuels,0,20274,2210
2004,ND,All Sources,61314414,273212,145480
2004,ND,Coal,61177720,273042,144630
2004,ND,Natural Gas,58364,0,146
2004,ND,Other,0,2,0
2004,ND,Other Biomass,0,4,46
2004,ND,Other Gases,0,2,520
2004,ND,Petroleum,78330,164,136
2004,NE,All Sources,42674474,135516,91382
2004,NE,Coal,42267938,135456,88846
2004,NE,Natural Gas,364458,0,956
2004,NE,Other Biomass,0,0,1252
2004,NE,Other Gases,144,0,0
2004,NE,Petroleum,41934,58,328
2004,NH,All Sources,16491060,103958,23336
2004,NH,Coal,8093034,67252,10784
2004,NH,Natural Gas,4482648,12,1100
2004,NH,Other,226764,124,916
2004,NH,Other Biomass,0,2,1142
2004,NH,Petroleum,3688614,33990,6908
2004,NH,Wood and Wood Derived Fuels,0,2580,2484
2004,NJ,All Sources,42976844,97686,68722
2004,NJ,Coal,20966110,93440,39576
2004,NJ,Natural Gas,17867490,26,14920
2004,NJ,Other,1408672,164,6662
2004,NJ,Other Biomass,0,2,2282
2004,NJ,Other Gases,142446,8,536
2004,NJ,Petroleum,2592126,4022,4744
2004,NM,All Sources,63572172,69866,136760
2004,NM,Coal,59725560,69840,129934
2004,NM,Natural Gas,3800898,14,6604
2004,NM,Petroleum,45714,12,222
2004,NV,All Sources,50417382,99018,86746
2004,NV,Coal,35197742,98622,69660
2004,NV,Geothermal,66670,0,0
2004,NV,Natural Gas,14992356,68,16514
2004,NV,Other,0,0,56
2004,NV,Other Gases,0,0,178
2004,NV,Petroleum,160614,330,340
2004,NY,All Sources,116201928,472148,169424
2004,NY,Coal,47390552,316548,66622
2004,NY,Natural Gas,29119050,160,25916
2004,NY,Other,3239636,734,12412
2004,NY,Other Biomass,0,2,6660
2004,NY,Petroleum,36452690,152364,55906
2004,NY,Wood and Wood Derived Fuels,0,2342,1896
2004,OH,All Sources,249487894,2099196,502254
2004,OH,Coal,244223240,2087472,493454
2004,OH,Natural Gas,2374720,10,3168
2004,OH,Other,28450,298,156
2004,OH,Other Biomass,0,74,690
2004,OH,Other Gases,0,74,660
2004,OH,Petroleum,2861484,7626,2618
2004,OH,Wood and Wood Derived Fuels,0,3644,1508
2004,OK,All Sources,95275232,206668,154476
2004,OK,Coal,71013096,197528,119430
2004,OK,Natural Gas,23525818,130,31754
2004,OK,Other,256660,26,1086
2004,OK,Other Gases,0,0,16
2004,OK,Petroleum,479658,3592,856
2004,OK,Wood and Wood Derived Fuels,0,5392,1328
2004,OR,All Sources,18504714,28844,26626
2004,OR,Coal,7033912,23274,14380
2004,OR,Natural Gas,11192084,54,7154
2004,OR,Other,136140,14,576
2004,OR,Other Biomass,0,8,1478
2004,OR,Petroleum,142578,510,214
2004,OR,Wood and Wood Derived Fuels,0,4982,2828
2004,PA,All Sources,246023554,1857902,364900
2004,PA,Coal,225346936,1808878,320922
2004,PA,Natural Gas,9979894,38,8828
2004,PA,Other,2379972,222,10304
2004,PA,Other Biomass,0,14,3666
2004,PA,Other Gases,7974,52,1710
2004,PA,Petroleum,8308778,42344,17468
2004,PA,Wood and Wood Derived Fuels,0,6336,2000
2004,RI,All Sources,4235818,1746,4188
2004,RI,Natural Gas,3903488,22,728
2004,RI,Other Biomass,0,2,2544
2004,RI,Petroleum,332330,1722,916
2004,SC,All Sources,80839944,441372,129436
2004,SC,Coal,74705758,414004,119092
2004,SC,Natural Gas,3475886,14,2862
2004,SC,Other,503908,3320,1218
2004,SC,Other Biomass,0,0,536
2004,SC,Other Gases,50,0,0
2004,SC,Petroleum,2154342,10010,2386
2004,SC,Wood and Wood Derived Fuels,0,14024,3336
2004,SD,All Sources,7893560,27242,32072
2004,SD,Coal,7670976,26082,31214
2004,SD,Natural Gas,175008,0,128
2004,SD,Other,0,1124,536
2004,SD,Other Biomass,0,0,6
2004,SD,Petroleum,47576,36,188
2004,TN,All Sources,118616128,635828,210888
2004,TN,Coal,117450550,619600,206270
2004,TN,Natural Gas,643652,0,978
2004,TN,Other,32452,334,12
2004,TN,Other Biomass,0,538,890
2004,TN,Other Gases,0,0,130
2004,TN,Petroleum,489474,1144,614
2004,TN,Wood and Wood Derived Fuels,0,14210,1994
2004,TX,All Sources,518830204,1148798,545446
2004,TX,Coal,308754742,1062434,263840
2004,TX,Natural Gas,204612122,1116,233192
2004,TX,Other,0,0,726
2004,TX,Other Biomass,0,32,5166
2004,TX,Other Gases,0,112,17208
2004,TX,Petroleum,5463340,42720,13312
2004,TX,Wood and Wood Derived Fuels,0,42382,12006
2004,UT,All Sources,71044350,67450,132258
2004,UT,Coal,69812408,67236,129186
2004,UT,Geothermal,10014,0,0
2004,UT,Natural Gas,1055180,6,2388
2004,UT,Other,114916,192,568
2004,UT,Petroleum,51832,12,114
2004,VA,All Sources,94621400,434630,136484
2004,VA,Coal,77484022,364466,108290
2004,VA,Natural Gas,6307134,22,5122
2004,VA,Other,2035742,154,7172
2004,VA,Other Biomass,0,2,2662
2004,VA,Petroleum,8794502,45602,9962
2004,VA,Wood and Wood Derived Fuels,0,24380,3278
2004,VT,All Sources,43590,132,992
2004,VT,Natural Gas,5482,0,10
2004,VT,Petroleum,38108,46,208
2004,VT,Wood and Wood Derived Fuels,0,86,774
2004,WA,All Sources,30369094,29348,48762
2004,WA,Coal,21671988,13562,28028
2004,WA,Natural Gas,7746070,42,10224
2004,WA,Other,241228,22,880
2004,WA,Other Biomass,0,144,2196
2004,WA,Other Gases,0,2,728
2004,WA,Petroleum,709808,1752,622
2004,WA,Wood and Wood Derived Fuels,0,13820,6084
2004,WI,All Sources,101266094,446698,177702
2004,WI,Coal,94492672,390576,156110
2004,WI,Natural Gas,3826670,8,4912
2004,WI,Other,281226,1424,636
2004,WI,Other Biomass,0,54,6326
2004,WI,Petroleum,2665526,42390,5086
2004,WI,Wood and Wood Derived Fuels,0,12244,4636
2004,WV,All Sources,165996578,893848,320104
2004,WV,Coal,164348110,892714,318036
2004,WV,Natural Gas,1172576,2,992
2004,WV,Other,26304,264,134
2004,WV,Other Gases,0,36,482
2004,WV,Petroleum,449588,832,466
2004,WV,Wood and Wood Derived Fuels,0,0,2
2004,WY,All Sources,93566692,169112,172222
2004,WY,Coal,93082210,168664,171066
2004,WY,Natural Gas,328718,0,718
2004,WY,Other Gases,0,0,214
2004,WY,Petroleum,155764,444,218
2005,AK,All Sources,8727940,8070,33592
2005,AK,Coal,2581736,4036,5146
2005,AK,Natural Gas,4860236,24,14064
2005,AK,Other Biomass,0,0,390
2005,AK,Petroleum,1285968,4006,13990
2005,AK,Wood and Wood Derived Fuels,0,0,2
2005,AL,All Sources,169704992,911204,262394
2005,AL,Coal,153260630,856974,236494
2005,AL,Natural Gas,13600282,68,11130
2005,AL,Other,64204,32,0
2005,AL,Other Biomass,0,20,14
2005,AL,Other Gases,0,44,1146
2005,AL,Petroleum,2779876,2416,1246
2005,AL,Wood and Wood Derived Fuels,0,51648,12366
2005,AR,All Sources,53549190,193708,88334
2005,AR,Coal,46823552,119252,64268
2005,AR,Natural Gas,6083062,48,3548
2005,AR,Other,89308,1016,142
2005,AR,Other Biomass,0,12,654
2005,AR,Petroleum,553268,1672,534
2005,AR,Wood and Wood Derived Fuels,0,71708,19188
2005,AZ,All Sources,104006762,95994,150064
2005,AZ,Coal,80187912,95840,141832
2005,AZ,Natural Gas,23747172,116,7656
2005,AZ,Other Biomass,0,0,354
2005,AZ,Other Gases,0,0,106
2005,AZ,Petroleum,71678,36,118
2005,CA,All Sources,109997600,51256,172478
2005,CA,Coal,7481510,6018,6038
2005,CA,Geothermal,669130,0,0
2005,CA,Natural Gas,94540050,464,113992
2005,CA,Other,656508,84,2450
2005,CA,Other Biomass,0,42,27322
2005,CA,Other Gases,744,20,6046
2005,CA,Petroleum,6649658,41730,10078
2005,CA,Wood and Wood Derived Fuels,0,2892,6542
2005,CO,All Sources,82794516,116004,134034
2005,CO,Coal,72002692,115916,125952
2005,CO,Natural Gas,10749630,54,7616
2005,CO,Other Biomass,0,0,244
2005,CO,Other Gases,2552,0,4
2005,CO,Petroleum,39642,28,216
2005,CO,Wood and Wood Derived Fuels,0,0,2
2005,CT,All Sources,23322390,15518,21040
2005,CT,Coal,8029610,5110,4400
2005,CT,Natural Gas,7105352,30,1636
2005,CT,Other,2388734,420,7566
2005,CT,Other Biomass,0,0,506
2005,CT,Other Gases,3150,0,0
2005,CT,Petroleum,5795544,9942,6914
2005,CT,Wood and Wood Derived Fuels,0,0,12
2005,DC,All Sources,471860,1658,1362
2005,DC,Petroleum,471860,1658,1362
2005,DE,All Sources,13756698,62542,27124
2005,DE,Coal,10587982,57744,18262
2005,DE,Natural Gas,1438396,14,1690
2005,DE,Other,0,0,258
2005,DE,Other Biomass,0,2,158
2005,DE,Other Gases,0,4,3166
2005,DE,Petroleum,1730320,4780,3592
2005,FL,All Sources,263086740,824838,454460
2005,FL,Coal,122197130,410696,230440
2005,FL,Natural Gas,70880226,346,53392
2005,FL,Other,4776422,2008,17660
2005,FL,Other Biomass,0,180,5578
2005,FL,Other Gases,936,20,3468
2005,FL,Petroleum,65232026,379464,132438
2005,FL,Wood and Wood Derived Fuels,0,32108,11472
2005,GA,All Sources,180762792,1291876,251090
2005,GA,Coal,167547186,1166164,213008
2005,GA,Natural Gas,8791156,24,8226
2005,GA,Other,374412,446,140
2005,GA,Other Biomass,0,132,1668
2005,GA,Petroleum,4050038,70962,8858
2005,GA,Wood and Wood Derived Fuels,0,54142,19186
2005,HI,All Sources,18264766,42880,59294
2005,HI,Coal,3203756,2312,2404
2005,HI,Geothermal,11386,0,0
2005,HI,Other,367154,70,1630
2005,HI,Other Biomass,0,110,968
2005,HI,Other Gases,0,0,166
2005,HI,Petroleum,14682470,40384,54124
2005,IA,All Sources,81737382,271280,149458
2005,IA,Coal,79055606,269076,142410
2005,IA,Natural Gas,2299970,4,2408
2005,IA,Other,24882,50,148
2005,IA,Other Biomass,0,0,2592
2005,IA,Petroleum,356924,2150,1892
2005,ID,All Sources,2690126,9890,4378
2005,ID,Coal,1000610,3242,1394
2005,ID,Natural Gas,1689504,4,1076
2005,ID,Other,0,0,6
2005,ID,Petroleum,12,0,4
2005,ID,Wood and Wood Derived Fuels,0,6646,1898
2005,IL,All Sources,204758470,702972,262462
2005,IL,Coal,195711686,701598,241310
2005,IL,Natural Gas,8194566,34,8666
2005,IL,Other,128164,266,12
2005,IL,Other Biomass,0,4,11612
2005,IL,Other Gases,0,2,148
2005,IL,Petroleum,724054,1068,708
2005,IN,All Sources,247324830,1603946,408906
2005,IN,Coal,241431102,1602604,379930
2005,IN,Natural Gas,4748366,16,4290
2005,IN,Other,595428,228,668
2005,IN,Other Biomass,0,0,2302
2005,IN,Other Gases,0,294,21032
2005,IN,Petroleum,549934,800,678
2005,KS,All Sources,76542992,247614,164214
2005,KS,Coal,72787052,223508,153170
2005,KS,Natural Gas,1858492,4,5804
2005,KS,Petroleum,1897448,24100,5244
2005,KY,All Sources,182717254,913540,303808
2005,KY,Coal,172007476,889808,279420
2005,KY,Natural Gas,2313152,4,5154
2005,KY,Other,43642,34,142
2005,KY,Other Biomass,0,2,1478
2005,KY,Other Gases,6660,0,0
2005,KY,Petroleum,8346324,17758,15932
2005,KY,Wood and Wood Derived Fuels,0,5936,1690
2005,LA,All Sources,115320412,255426,191764
2005,LA,Coal,49376662,163546,70542
2005,LA,Natural Gas,57591872,346,86228
2005,LA,Other,606030,7246,1794
2005,LA,Other Biomass,0,8,112
2005,LA,Other Gases,0,28,9738
2005,LA,Petroleum,7745848,37038,6764
2005,LA,Wood and Wood Derived Fuels,0,47214,16584
2005,MA,All Sources,54125050,152684,61652
2005,MA,Coal,22050276,86308,27818
2005,MA,Natural Gas,17777632,80,7004
2005,MA,Other,2591330,482,10702
2005,MA,Other Biomass,0,0,2654
2005,MA,Petroleum,11705812,65766,13264
2005,MA,Wood and Wood Derived Fuels,0,48,214
2005,MD,All Sources,67387226,552344,127562
2005,MD,Coal,57093530,515828,99238
2005,MD,Natural Gas,2489288,8,4516
2005,MD,Other,1173828,104,3078
2005,MD,Other Biomass,0,0,1554
2005,MD,Other Gases,0,56,1414
2005,MD,Petroleum,6630580,32032,16104
2005,MD,Wood and Wood Derived Fuels,0,4314,1664
2005,ME,All Sources,14224252,44068,23266
2005,ME,Coal,1229022,3338,1740
2005,ME,Natural Gas,6955464,28,830
2005,ME,Other,1044484,602,3118
2005,ME,Other Biomass,0,134,304
2005,ME,Other Gases,114,0,0
2005,ME,Petroleum,4995168,22738,6084
2005,ME,Wood and Wood Derived Fuels,0,17228,11196
2005,MI,All Sources,159712740,720786,246842
2005,MI,Coal,141825978,658054,207330
2005,MI,Natural Gas,14975738,56,10424
2005,MI,Other,1095646,2686,3984
2005,MI,Other Biomass,0,144,11230
2005,MI,Other Gases,0,2,142
2005,MI,Petroleum,1815378,51112,8110
2005,MI,Wood and Wood Derived Fuels,0,8712,5620
2005,MN,All Sources,79031380,201660,171510
2005,MN,Coal,72817290,163110,152406
2005,MN,Natural Gas,3591908,10,5560
2005,MN,Other,1009496,204,4710
2005,MN,Other Biomass,0,78,1340
2005,MN,Petroleum,1612686,30072,4716
2005,MN,Wood and Wood Derived Fuels,0,8182,2766
2005,MO,All Sources,162325726,546606,230794
2005,MO,Coal,158348084,531854,226310
2005,MO,Natural Gas,3494204,18,2962
2005,MO,Other,141270,1538,230
2005,MO,Other Biomass,0,0,50
2005,MO,Other Gases,2314,0,0
2005,MO,Petroleum,339854,13184,1242
2005,MS,All Sources,50745552,158534,87078
2005,MS,Coal,32703532,120410,55570
2005,MS,Natural Gas,15464458,282,13682
2005,MS,Other,41572,286,58
2005,MS,Other Biomass,0,4,86
2005,MS,Other Gases,6272,0,112
2005,MS,Petroleum,2529718,15788,10360
2005,MS,Wood and Wood Derived Fuels,0,21762,7220
2005,MT,All Sources,39749180,43608,75592
2005,MT,Coal,37971614,35864,71924
2005,MT,Natural Gas,204878,0,230
2005,MT,Other Gases,0,0,1298
2005,MT,Petroleum,1572688,4618,742
2005,MT,Wood and Wood Derived Fuels,0,3122,1398
2005,NC,All Sources,153495968,964408,213384
2005,NC,Coal,148530682,937952,205566
2005,NC,Natural Gas,2969894,12,1914
2005,NC,Other,250764,1958,740
2005,NC,Other Biomass,0,6,842
2005,NC,Petroleum,1744628,4280,2028
2005,NC,Wood and Wood Derived Fuels,0,20194,2294
2005,ND,All Sources,66277430,251064,140692
2005,ND,Coal,66159382,250916,139926
2005,ND,Natural Gas,43222,0,110
2005,ND,Other Biomass,0,0,2
2005,ND,Other Gases,0,2,522
2005,ND,Petroleum,74826,144,128
2005,NE,All Sources,44128880,133968,116770
2005,NE,Coal,43199678,133774,92762
2005,NE,Natural Gas,870802,6,22256
2005,NE,Other Biomass,0,0,1230
2005,NE,Other Gases,6,0,0
2005,NE,Petroleum,58394,186,520
2005,NH,All Sources,16480976,93896,22356
2005,NH,Coal,8218552,74944,12244
2005,NH,Natural Gas,5357434,18,1014
2005,NH,Other,225154,150,994
2005,NH,Other Biomass,0,2,1418
2005,NH,Petroleum,2679836,18480,4384
2005,NH,Wood and Wood Derived Fuels,0,298,2300
2005,NJ,All Sources,42584220,129482,69704
2005,NJ,Coal,23338360,126210,43964
2005,NJ,Natural Gas,15839402,40,12124
2005,NJ,Other,1392464,160,6560
2005,NJ,Other Biomass,0,2,2410
2005,NJ,Other Gases,318,12,498
2005,NJ,Petroleum,2013676,3040,4152
2005,NM,All Sources,66547760,55828,138996
2005,NM,Coal,61387638,55804,131806
2005,NM,Natural Gas,5105784,16,7142
2005,NM,Petroleum,54338,8,48
2005,NV,All Sources,52397412,96806,87156
2005,NV,Coal,36028356,96690,71048
2005,NV,Geothermal,64882,0,0
2005,NV,Natural Gas,16266332,82,15952
2005,NV,Other,0,0,46
2005,NV,Other Gases,0,0,72
2005,NV,Petroleum,37842,32,40
2005,NY,All Sources,122050344,374722,164766
2005,NY,Coal,43617612,241464,59640
2005,NY,Natural Gas,34077804,170,29038
2005,NY,Other,3473012,892,10556
2005,NY,Other Biomass,0,2,7406
2005,NY,Petroleum,40881916,129912,56046
2005,NY,Wood and Wood Derived Fuels,0,2284,2074
2005,OH,All Sources,266833090,2113282,476584
2005,OH,Coal,260821112,2099674,468492
2005,OH,Natural Gas,3221978,12,2304
2005,OH,Other,17920,352,184
2005,OH,Other Biomass,0,170,950
2005,OH,Other Gases,0,54,368
2005,OH,Petroleum,2772080,9464,2916
2005,OH,Wood and Wood Derived Fuels,0,3554,1374
2005,OK,All Sources,104304834,212464,168466
2005,OK,Coal,75840820,203590,127486
2005,OK,Natural Gas,27748240,130,38038
2005,OK,Other,230518,24,976
2005,OK,Other Gases,0,0,12
2005,OK,Petroleum,485256,3432,896
2005,OK,Wood and Wood Derived Fuels,0,5288,1054
2005,OR,All Sources,18106638,27750,28046
2005,OR,Coal,6915354,21962,15298
2005,OR,Natural Gas,10947860,62,8032
2005,OR,Other,67668,14,572
2005,OR,Other Biomass,0,0,1332
2005,OR,Petroleum,175756,516,492
2005,OR,Wood and Wood Derived Fuels,0,5196,2320
2005,PA,All Sources,256245612,2038200,372358
2005,PA,Coal,232965690,1988796,321656
2005,PA,Natural Gas,10417636,48,8744
2005,PA,Other,2368536,1978,15504
2005,PA,Other Biomass,0,12,3834
2005,PA,Other Gases,2468,50,1204
2005,PA,Petroleum,10491282,40952,19568
2005,PA,Wood and Wood Derived Fuels,0,6356,1842
2005,RI,All Sources,5232022,1126,4262
2005,RI,Natural Gas,4842480,24,800
2005,RI,Other Biomass,0,2,2746
2005,RI,Petroleum,389542,1100,714
2005,SC,All Sources,82635138,436118,102984
2005,SC,Coal,75480052,411052,94514
2005,SC,Natural Gas,4977992,14,1716
2005,SC,Other,572000,3874,1280
2005,SC,Other Biomass,0,0,548
2005,SC,Other Gases,31512,0,0
2005,SC,Petroleum,1573582,7192,1466
2005,SC,Wood and Wood Derived Fuels,0,13984,3448
2005,SD,All Sources,6709526,20802,26358
2005,SD,Coal,6282810,19456,25364
2005,SD,Natural Gas,382104,0,212
2005,SD,Other,42,1294,614
2005,SD,Other Biomass,0,0,2
2005,SD,Petroleum,44570,52,166
2005,TN,All Sources,121267816,555786,194530
2005,TN,Coal,119745462,540628,189922
2005,TN,Natural Gas,894946,0,1270
2005,TN,Other,50404,510,8
2005,TN,Other Biomass,0,530,818
2005,TN,Other Gases,0,0,120
2005,TN,Petroleum,577004,1008,768
2005,TN,Wood and Wood Derived Fuels,0,13112,1620
2005,TX,All Sources,522664308,1097874,493948
2005,TX,Coal,308957860,1074272,252074
2005,TX,Natural Gas,209312482,1284,207450
2005,TX,Other,0,4,544
2005,TX,Other Biomass,0,2,5126
2005,TX,Other Gases,0,102,14020
2005,TX,Petroleum,4393966,11752,9602
2005,TX,Wood and Wood Derived Fuels,0,10450,5120
2005,UT,All Sources,72648032,62826,127632
2005,UT,Coal,71056868,62682,124608
2005,UT,Geothermal,9496,0,0
2005,UT,Natural Gas,1402758,2,2516
2005,UT,Other,116042,136,400
2005,UT,Petroleum,62868,4,106
2005,VA,All Sources,96432224,466692,132930
2005,VA,Coal,76835818,405142,106152
2005,VA,Natural Gas,10070440,28,5780
2005,VA,Other,2092340,196,7390
2005,VA,Other Biomass,0,0,2886
2005,VA,Petroleum,7433626,36406,7236
2005,VA,Wood and Wood Derived Fuels,0,24912,3484
2005,VT,All Sources,27426,126,968
2005,VT,Natural Gas,3044,0,6
2005,VT,Petroleum,24382,42,192
2005,VT,Wood and Wood Derived Fuels,0,84,770
2005,WA,All Sources,30229706,22982,52482
2005,WA,Coal,21747466,7158,30900
2005,WA,Natural Gas,7603680,52,10898
2005,WA,Other,240174,22,878
2005,WA,Other Biomass,0,136,1566
2005,WA,Other Gases,0,2,884
2005,WA,Petroleum,638386,1434,882
2005,WA,Wood and Wood Derived Fuels,0,14174,6470
2005,WI,All Sources,109603520,427730,161816
2005,WI,Coal,99260314,385738,140632
2005,WI,Natural Gas,7445068,34,5362
2005,WI,Other,207560,1568,614
2005,WI,Other Biomass,0,48,6846
2005,WI,Petroleum,2690578,27494,3732
2005,WI,Wood and Wood Derived Fuels,0,12848,4636
2005,WV,All Sources,171527938,879508,295472
2005,WV,Coal,170043118,876966,293726
2005,WV,Natural Gas,892842,2,918
2005,WV,Other,23626,208,74
2005,WV,Other Gases,0,14,278
2005,WV,Petroleum,568352,2320,468
2005,WY,All Sources,92406688,175140,164982
2005,WY,Coal,91482236,174736,163758
2005,WY,Natural Gas,783068,0,800
